,Symbol,Trade_Date,CBI_SS,CBI_MACD,CBI,Trade_Price,Price_Delta,Avg_Volume,RSI_val,"RSI_slope, intercept",SS_val,"SS_slope, intercept",MSCD_Div_val,"MACD_Div_slope, intercept"
35,AAL,2020-01-21,0.21586198902698966,0.257264151437267,0.23656307023212833,27.200000762939453,6.98529251925265,7063700.0,42.82726808107269,[ 2.32608446 41.16550463],34.31723978053979,[ 5.96987698 14.52184381],-0.02195359520687773,[ 0.05481359 -0.08533484]
179,GE,2020-07-06,0.034706147105605115,0.4401428358250738,0.23742449146533945,7.0,1.9999980926513672,83822200.0,51.01696848849959,[ 0.87570449 43.77293239],29.305877057887898,[ 6.08507295 13.05512422],-0.041013697626519796,[ 0.01319584 -0.0931827 ]
80,CAT,2020-03-24,0.27969195443179107,0.19633566008709724,0.23801380725944415,101.33999633789062,25.7154195083038,7559800.0,40.89049985705488,[ 0.66378054 30.77859411],24.40616091136418,[ 0.47310943 27.22239515],-0.18761843518454313,[ 0.03859729 -0.9556004 ]
9,MMM,2020-08-07,0.4055785507175596,0.07540904592626621,0.24049379832191292,158.3300018310547,4.907474377946313,2698166.6666666665,54.6353694830263,[ 2.07049408 38.87955454],38.11157101435119,[ 5.23798608 12.93894597],-0.07590015103991721,[ 0.2949078  -1.00651255]
134,EMR,2020-02-06,0.28118373203470737,0.22197502221993712,0.25157937712732226,75.25,0.1993375759188123,3619283.3333333335,49.6477696598684,[ 2.65639152 31.8470204 ],35.62367464069415,[ 5.07176305 12.39205571],-0.14513523026434144,[ 0.17299187 -0.65383586]
101,DE,2020-03-06,0.04282706608540306,0.4625118022158756,0.25266943415063936,164.0399932861328,-5.516939870378423,2563133.3333333335,48.497863097640035,[ 1.22914272 39.14093045],29.14345867829194,[ 4.78836936 17.27097148],-0.41598768984821155,[ 0.09729429 -0.89940989]
56,AOS,2020-03-05,0.25201930747957224,0.2540922528640586,0.2530557801718154,41.630001068115234,2.5462347619433787,3915033.3333333335,46.20963821243623,[ 2.230834   28.18612019],24.959613850408555,[ 3.20271753 16.08485563],-0.07330268446410226,[ 0.01595556 -0.28848847]
1,MMM,2020-02-14,0.30780949456433804,0.19932036662008748,0.25356493059221274,161.00999450683594,-1.0372015563756882,2888366.6666666665,41.04259793379234,[ 1.08140933 34.49273179],23.84381010871324,[ 1.26691429 19.14699419],-0.14060756138623454,[ 0.23184157 -0.70543499]
162,FDX,2020-03-20,0.3301579423351953,0.17952191357812336,0.25483992795665933,111.05999755859375,13.092023442424656,5173700.0,41.24539161987841,[ 3.41922424 20.93138892],23.396841153296094,[3.50033109 7.06283718],-0.7924935478345105,[ 1.17784005 -4.41446691]
42,AAL,2020-07-28,0.4333318074544271,0.09636325006799495,0.26484752876121104,11.770000457763672,18.946469460546083,68346800.0,45.86067645866199,[ 0.11905171 42.85502069],21.333363850911457,[ 1.39382808 17.97394492],-0.0059726001879854,[ 0.00851031 -0.06198006]
88,CPRT,2020-07-01,0.0874788422503812,0.46369887352515554,0.2755888578877684,84.58999633789062,2.3525305347160463,2086916.6666666667,50.476926767047146,[ 0.28462785 41.2648738 ],28.250423154992376,[ 2.13400758 13.34592339],-0.5657546370448466,[ 0.18520973 -1.2200906 ]
70,BA,2020-11-06,0.47176377713984474,0.09020980042659152,0.28098678878321814,157.74000549316406,33.162162886358395,13284400.0,48.789876793356626,[ 2.96504807 32.24095959],39.435275542796894,[ 8.95268277 13.33955058],-0.150975545070982,[ 0.48193769 -1.67360469]
180,GE,2020-07-07,0.10535547815340643,0.46207053061882264,0.2837130043861145,6.760000228881836,5.621296223929494,84069333.33333333,46.915336502284596,[ 1.29701809 43.81277513],32.10710956306813,[ 4.75085652 19.9169194 ],-0.03847473084760451,[ 0.0203732  -0.08326593]
71,CHRW,2020-03-17,0.10868589222738212,0.4601226009507284,0.2844042465890553,64.5999984741211,3.049537565379838,2527266.6666666665,42.53591642368577,[ 0.61949778 30.13351721],27.826282155452358,[ 2.83588767 16.15115002],-0.356657544779162,[ 0.06145901 -0.7751359 ]
159,FDX,2020-01-02,0.26161082385471507,0.30754792824089877,0.2845793760478069,155.10000610351562,4.532558673534138,2712533.3333333335,51.029522603910245,[2.69361991e-02 4.37404102e+01],24.7677835229057,[ 0.87613775 23.16194532],-0.22984095197056287,[ 0.06639131 -0.74733377]
175,FBHS,2020-03-05,0.0125773325327744,0.5591526694639453,0.2858650009983598,63.869998931884766,-5.401598278745494,2076416.6666666667,40.84529062399646,[ 3.12091203 25.92621849],30.251546650655488,[8.1167598  6.37297416],-0.7395459866916394,[ 0.2255817  -1.32261908]
168,FTV,2020-02-05,0.23220415343539696,0.3451887907790382,0.2886964721072176,64.90376281738281,2.372357285108638,2100600.0,56.590184149014505,[ 1.34309647 40.4720596 ],25.35591693129206,[ 0.95532307 18.06315491],-0.1416703556019721,[ 0.05548462 -0.41041413]
138,EMR,2020-07-01,0.021793392556472925,0.580877649571905,0.301335521064189,61.209999084472656,3.953605652407971,2894700.0,51.0571227573755,[ 0.53049497 48.87894734],30.43586785112946,[ 3.18672272 13.63493072],-0.4270403255602304,[ 0.12747495 -0.73516398]
153,FAST,2020-03-17,0.3424568752768383,0.26866570823383257,0.3055612917553354,34.5099983215332,-3.071566531871847,9883933.333333334,49.15821667310792,[ 2.05554921 33.02263176],36.84913750553677,[ 3.26658047 22.15525822],-0.12442601313812207,[ 0.08762645 -0.46312577]
