,Symbol,Trade_Date,CBI_SS,CBI_MACD,CBI,Trade_Price,Price_Delta,Avg_Volume,RSI_val,"RSI_slope, intercept",SS_val,"SS_slope, intercept",MSCD_Div_val,"MACD_Div_slope, intercept",Security,GICS Sector,CBI_cutoff
14,MMM,2020-11-06,0.41122720672094426,0.5862227401915955,0.49872497345626987,163.02000427246094,6.649488439328811,2374716.6666666665,47.839685051741604,[ 2.00001826 39.29504331],38.224544134418885,[ 6.86005015 26.48719033],-0.4323486259541036,[ 0.06002001 -0.73751596],3M Company,Industrials,0.25<CBI<1
15,MMM,2020-11-09,0.4175038773713329,0.3844896126030367,0.4009967449871848,163.42999267578125,8.352205694797316,2208733.3333333335,48.58998704826915,[ 0.97649179 43.71953995],38.35007754742666,[ 1.77803577 35.70186133],-0.2909215255223768,[ 0.16629583 -0.75664339],3M Company,Industrials,0.25<CBI<1
16,MMM,2020-12-11,0.590378651153826,0.45213715231675944,0.5212579017352927,174.02000427246094,1.5113145382445203,2386450.0,56.77653769279055,[ 0.6554096  53.68770758],41.80757302307652,[ 2.30363432 27.64631313],-0.19173788365567823,[ 0.11304169 -0.42407018],3M Company,Industrials,0.25<CBI<1
17,MMM,2020-12-14,0.7333884628438782,0.9323213836370545,0.8328549232404663,173.0800018310547,2.0626253915310193,2302766.6666666665,54.55335800920435,[ 0.72399393 53.87346631],44.66776925687756,[ 7.17521749 27.0796817 ],-0.23249710998435535,[ 0.02675385 -0.24937443],3M Company,Industrials,0.25<CBI<1
18,ALK,2020-07-01,0.09389000295398944,0.627630782072761,0.3607603925133752,35.70000076293945,8.571421549577012,3264350.0,48.78197154308392,[ 0.34867438 47.71667612],28.12219994092021,[5.42129003 7.06107343],-0.5460058590406268,[ 0.14302748 -0.86994755],Alaska Air Group,Industrials,0.25<CBI<1
19,ALK,2020-07-02,0.2622571578063841,0.6381989798055355,0.4502280688059598,36.4900016784668,6.220872947796984,3317966.6666666665,50.659728494580314,[ 0.77955999 46.33570774],35.24514315612768,[ 8.23100534 11.13470459],-0.4410132595025862,[ 0.07668053 -0.69102784],Alaska Air Group,Industrials,0.25<CBI<1
20,ALK,2020-07-06,0.5219752624383585,0.5273321356011984,0.5246536990197784,37.08000183105469,4.530734648107568,3197633.3333333335,52.07293797184153,[ 0.59083088 47.64341071],40.43950524876717,[ 8.46520129 18.76215994],-0.31985719507190125,[ 0.07832795 -0.60655737],Alaska Air Group,Industrials,0.25<CBI<1
21,ALK,2020-07-07,0.7656436215710972,0.5365162119087601,0.6510799167399286,36.099998474121094,7.368420941399696,3044866.6666666665,49.5350206083059,[ 0.80693362 47.76662542],45.312872431421944,[ 6.15865265 28.44363013],-0.2943863219983858,[ 0.11307433 -0.54869977],Alaska Air Group,Industrials,0.25<CBI<1
22,ALK,2020-09-29,0.6051421912453444,0.8294316622870682,0.7172869267662063,36.66999816894531,5.508591651565306,2471550.0,42.49084728949725,[ 0.05904832 41.89824688],17.897156175093112,[1.27482472 7.78011401],-0.618850152786379,[ 0.04199189 -0.74611349],Alaska Air Group,Industrials,0.25<CBI<1
23,ALK,2020-09-30,0.3888893541527764,0.791835698515693,0.5903625263342347,36.630001068115234,5.623798794772314,2285050.0,42.35766799093281,[ 0.31189851 41.18254993],22.22221291694447,[5.92035752 6.00717901],-0.5731512295883077,[ 0.05725303 -0.72382595],Alaska Air Group,Industrials,0.25<CBI<1
24,ALK,2020-10-01,0.37242413046483325,0.7648812669881202,0.5686526987264767,36.90999984741211,6.610670920607065,2296600.0,43.688282976569454,[ 0.77322286 39.75776549],22.551517390703335,[ 5.19660033 12.11952679],-0.49744194167590405,[ 0.03718058 -0.65035184],Alaska Air Group,Industrials,0.25<CBI<1
25,ALK,2020-10-02,0.36327657718758194,0.6166493041040966,0.48996294064583923,37.52000045776367,4.877393374281682,2256816.6666666665,46.58137588350729,[ 0.86739853 40.01454953],22.73446845624836,[ 2.32718061 18.56311489],-0.38469782781326844,[ 0.06070411 -0.62385188],Alaska Air Group,Industrials,0.25<CBI<1
26,ALK,2020-10-05,0.2925362274235942,0.4997420443883817,0.3961391359059879,37.56999969482422,6.281609341286965,2353216.6666666665,46.82253795648257,[ 0.52975873 42.39668126],24.149275451528116,[ 0.25612777 22.24660515],-0.2895124104904985,[ 0.0942267 -0.5793237],Alaska Air Group,Industrials,0.25<CBI<1
27,ALK,2020-10-06,0.23003796694007334,0.6214230212401968,0.4257304940901351,36.09000015258789,10.640066878227866,2389866.6666666665,40.93191457988303,[ 0.59581986 43.0626089 ],25.399240661198533,[ 0.79887903 22.34620807],-0.30730331124568955,[ 0.10396477 -0.49451549],Alaska Air Group,Industrials,0.25<CBI<1
28,ALK,2020-10-07,0.21133128663467887,0.6572635333268151,0.43429740998074695,37.02000045776367,9.643435036953205,2242900.0,45.566184018885025,[ 0.24265826 43.20545879],25.773374267306423,[ 1.3323861  22.76194209],-0.24047198457133712,[ 0.03869726 -0.36586844],Alaska Air Group,Industrials,0.25<CBI<1
29,ALK,2020-10-08,0.007728900575880537,0.26401885335889863,0.1358738769673896,38.630001068115234,7.61066152062736,2302800.0,52.51223196673439,[ 0.22898963 43.75218649],30.15457801151761,[ 0.81204941 24.29524739],-0.08016037855997621,[ 0.02452021 -0.30361612],Alaska Air Group,Industrials,0<CBI<0.25
30,ALK,2020-11-03,0.3740622120547762,0.38653970995059705,0.3803009610026866,38.560001373291016,23.755185480249693,2159116.6666666665,50.78045326896535,[ 0.56173342 44.11780659],37.481244241095524,[ 0.39223945 22.87329552],-0.10706460716630754,[ 0.05043457 -0.27698217],Alaska Air Group,Industrials,0.25<CBI<1
31,ALK,2020-11-04,0.7280522987957923,0.4644300560139689,0.5962411774048806,37.79999923706055,28.2804303099704,2055250.0,47.640448847755415,[ 1.97008285 40.92568366],44.561045975915846,[ 9.43774125 17.92048108],-0.10882333095595399,[ 0.06324096 -0.23431587],Alaska Air Group,Industrials,0.25<CBI<1
32,ALK,2020-11-05,0.9446109363581474,0.09826151203117561,0.5214362241946615,39.18000030517578,23.76212685241133,2166533.3333333335,53.288594810430325,[ 1.952634  41.4951488],48.89221872716295,[ 9.28669248 26.72329127],-0.015858977841779615,[ 0.03189512 -0.16139562],Alaska Air Group,Industrials,0.25<CBI<1
33,ALK,2020-11-06,0.9879223461379585,0.12325466607288313,0.5555885061054208,38.2599983215332,26.73811763127031,2102316.6666666665,49.45820992762952,[ 1.39305002 45.33524616],49.75844692275917,[ 5.70548724 37.93934907],-0.015142055940037057,[ 0.04560281 -0.12285179],Alaska Air Group,Industrials,0.25<CBI<1
34,ALK,2020-12-24,0.5800296360581058,0.45814601481451933,0.5190878254363125,52.25,1.2440220590983853,2012666.6666666667,63.35445384598128,[ 1.06137018 54.42830968],41.600592721162116,[ 2.39483204 27.34900227],-0.2460584793326388,[ 0.08246929 -0.53707436],Alaska Air Group,Industrials,0.25<CBI<1
35,AAL,2020-01-21,0.21586198902698966,0.18550932030583245,0.20068565466641106,27.200000762939453,6.98529251925265,7063700.0,42.90419044290944,[ 2.22123735 41.35049136],34.31723978053979,[ 5.96987698 14.52184381],-0.01411491564849418,[ 0.05434017 -0.07608737],American Airlines Group,Industrials,0<CBI<0.25
36,AAL,2020-02-03,0.9815827813553742,0.4178689410609046,0.6997258612081394,27.15999984741211,12.187037866488685,13730483.333333334,47.07048603403721,[ 0.57469697 43.55001796],49.631655627107484,[ 0.36275567 42.12445284],-0.03694632989419072,[ 0.02353421 -0.08841607],American Airlines Group,Industrials,0.25<CBI<1
37,AAL,2020-07-02,0.8038555980684159,0.8764850950625471,0.8401703465654815,12.5,7.519996643066406,111415400.0,43.62204817098129,[ 0.15039787 44.76636013],13.922888038631685,[2.42360916 8.71923533],-0.5216808786170035,[ 0.02722495 -0.59519652],American Airlines Group,Industrials,0.25<CBI<1
38,AAL,2020-07-15,0.3239383078118648,0.3482632257863916,0.33610076679912815,13.4399995803833,-16.81547132267891,74680516.66666667,52.16464138089964,[ 0.12998442 41.06622048],23.521233843762705,[3.74348912 6.58837771],-0.13411564365111595,[ 0.04298109 -0.38509849],American Airlines Group,Industrials,0.25<CBI<1
39,AAL,2020-07-16,0.20525554333178314,0.23078508965538555,0.21802031649358433,12.449999809265137,-10.682730474552177,84254900.0,47.25526451647827,[ 1.67955406 38.97911975],34.10511086663566,[7.1305726  8.66694992],-0.08366767300519623,[ 0.10405913 -0.362535  ],American Airlines Group,Industrials,0<CBI<0.25
40,AAL,2020-07-17,0.6953676020260918,0.2811901027090194,0.48827885236755564,11.90999984741211,-6.633081208852276,83668150.0,44.77969786894577,[ 2.00946447 39.0443497 ],43.907352040521836,[ 9.7469329  14.33226368],-0.07873106695284626,[ 0.10770519 -0.27999231],American Airlines Group,Industrials,0.25<CBI<1
41,AAL,2020-07-20,0.5594160472666416,0.7588503672754876,0.6591332072710646,11.470000267028809,2.615520346562079,82135300.0,42.81167621260822,[ 1.00392708 42.59948015],41.18832094533283,[10.1930591  23.65150649],-0.09601765281919794,[ 0.02769229 -0.12653042],American Airlines Group,Industrials,0.25<CBI<1
42,AAL,2020-07-28,0.4333318074544271,0.09635759552307413,0.2648447014887506,11.770000457763672,18.946469460546083,68346800.0,45.86067509986664,[ 0.11905137 42.8550252 ],21.333363850911457,[ 1.39382808 17.97394492],-0.00597220135131693,[ 0.00851028 -0.06197956],American Airlines Group,Industrials,0.25<CBI<1
43,AAL,2020-07-29,0.4244429270426432,0.012772850935836952,0.21860788898924008,11.399999618530273,22.807021653259735,68054633.33333333,43.55748414822403,[ 0.4377161  42.56652987],21.511141459147137,[ 1.24384552 19.15671708],-0.0007625528586040486,[ 0.02461281 -0.05970107],American Airlines Group,Industrials,0<CBI<0.25
44,AAL,2020-07-30,0.47509551004205336,0.1782131282470556,0.32665431914455445,11.180000305175781,25.223610177530137,65970066.666666664,42.200392154147885,[ 0.25312504 43.15230884],20.498089799158933,[ 0.24424514 21.04480702],-0.0068806757693329335,[ 0.02166609 -0.03860925],American Airlines Group,Industrials,0.25<CBI<1
45,AAL,2020-09-29,0.11774361333874558,0.5439219783728292,0.3308327958557874,12.25,7.755100483797034,49232650.0,44.6679065317495,[ 1.32236688 39.09486275],32.35487226677491,[ 5.06760548 10.13908104],-0.1096749103050052,[ 0.03941633 -0.20163721],American Airlines Group,Industrials,0.25<CBI<1
46,AAL,2020-09-30,0.5137534310481715,0.5814106265140829,0.5475820287811273,12.289999961853027,7.404392597531823,46964283.333333336,45.124051036601934,[ 1.37651195 39.56212961],40.27506862096343,[10.19264206 11.8797918 ],-0.09564939278479478,[ 0.03127763 -0.16451263],American Airlines Group,Industrials,0.25<CBI<1
47,AAL,2020-10-01,0.5805912073022796,0.5260701559836026,0.5533306816429411,12.579999923706055,4.928456989818731,52366733.333333336,48.44253661374337,[ 1.6046169  39.40767738],41.61182414604559,[ 9.19111372 22.3164803 ],-0.06248836291434684,[ 0.01107526 -0.11878333],American Airlines Group,Industrials,0.25<CBI<1
48,AAL,2020-10-02,0.6969694864566932,0.09421230937771727,0.39559089791720525,13.0,1.5384600712702825,52958300.0,52.88620919786944,[ 1.45404452 41.34481872],43.939389729133865,[ 4.62847594 33.4521124 ],-0.010633193382235492,[ 0.02359327 -0.11286416],American Airlines Group,Industrials,0.25<CBI<1
49,AAL,2020-11-05,0.3805348766764391,0.4853350060049599,0.4329349413406995,11.600000381469727,13.793098061887212,48317683.333333336,44.77740058858146,[ 0.4817178  35.45486556],22.389302466471218,[ 2.19836688 17.64991573],-0.07458824143200693,[ 0.01467498 -0.15368403],American Airlines Group,Industrials,0.25<CBI<1
50,AAL,2020-11-06,0.3074351784263401,0.3100966084130181,0.3087658934196791,11.460000038146973,15.183244025534172,46732850.0,43.26312480226986,[ 1.02290342 35.97041081],23.851296431473198,[ 0.65242162 20.98168601],-0.04397168155464448,[ 0.02991971 -0.14179994],American Airlines Group,Industrials,0.25<CBI<1
51,AME,2020-03-04,0.25957544777496366,0.6347252622297691,0.4471503550023664,91.01000213623047,-31.28227727990505,2295466.6666666665,40.50175505392291,[ 1.21040595 22.81837978],24.808491044500727,[5.86615295 3.0664252 ],-0.962238270796707,[ 0.11917561 -1.51599177],Ametek,Industrials,0.25<CBI<1
52,AME,2020-03-25,0.19740231062195246,0.11898465706637502,0.15819348384416373,71.0,10.183103319624779,3201000.0,43.640629098282126,[ 0.88895417 31.72475247],26.05195378756095,[ 0.27932212 25.75503277],-0.1956466819095688,[ 0.28273595 -1.64430177],Ametek,Industrials,0<CBI<0.25
53,AME,2020-07-01,0.2607456920503541,0.5471508093700833,0.40394825071021867,87.58999633789062,6.427680235416349,2027500.0,48.3916637553537,[ 0.72641526 46.05555811],35.21491384100708,[ 2.05963038 18.68144024],-0.5401149264055279,[ 0.19473639 -0.98714087],Ametek,Industrials,0.25<CBI<1
54,AME,2020-07-02,0.8209597175453996,0.511038788798714,0.6659992531720569,88.95999908447266,4.788671515368779,2059050.0,51.76693677151953,[ 1.46486059 43.74266439],46.41919435090799,[ 8.37568804 17.49695164],-0.3991518478481955,[ 0.13478416 -0.78105979],Ametek,Industrials,0.25<CBI<1
55,AOS,2020-03-04,0.35559874533623503,0.7151469882257636,0.5353728667809994,40.56999969482422,5.22553351696285,3710000.0,41.61818512512615,[ 0.87539925 30.11126592],22.8880250932753,[ 2.26589133 14.04578068],-0.22948184477830225,[ 0.00734964 -0.32088766],A.O. Smith Corp,Industrials,0.25<CBI<1
56,AOS,2020-03-05,0.25201930747957224,0.257887971564431,0.2549536395220016,41.630001068115234,2.5462347619433787,3915033.3333333335,46.236366680613955,[ 2.21454989 28.30983648],24.959613850408555,[ 3.20271753 16.08485563],-0.07492369905025664,[ 0.01610103 -0.29052809],A.O. Smith Corp,Industrials,0.25<CBI<1
57,AOS,2020-03-27,0.13487554903825902,0.1808798157145217,0.15787768237639035,36.849998474121094,9.145191007127739,2602566.6666666665,41.69864813661664,[ 1.35547039 35.63858769],32.69751098076518,[ 3.04274038 20.00948377],-0.064117405555014,[ 0.11071549 -0.35447518],A.O. Smith Corp,Industrials,0<CBI<0.25
58,BA,2020-01-29,0.47348221193751205,0.020814605997503052,0.24714840896750756,322.0199890136719,7.8970325013829195,13096866.666666666,44.896469238778955,[ 2.09925612 32.17616311],39.46964423875024,[ 6.95025418 24.16686092],-0.012722349529516563,[ 0.05136072 -0.61122221],Boeing Company,Industrials,0<CBI<0.25
59,BA,2020-07-01,0.2825360821171401,0.7080647013106609,0.4953003917139005,180.32000732421875,4.22581788358438,59798200.0,51.28170784716802,[ 0.11814922 51.89815613],35.6507216423428,[ 2.09491621 19.57741812],-2.7918596415155683,[ 0.69096345 -3.94294425],Boeing Company,Industrials,0.25<CBI<1
60,BA,2020-07-02,0.4184150566215248,0.9534071575049827,0.6859111070632538,180.80999755859375,3.9433687180389083,59590766.666666664,51.49376544454263,[ 0.68592484 49.74505036],38.368301132430496,[ 8.0416563 18.637625 ],-2.7172810540970636,[ 0.04385628 -2.85007411],Boeing Company,Industrials,0.25<CBI<1
61,BA,2020-07-06,0.44952037141522255,0.7747704329683929,0.6121454021918077,187.91000366210938,0.01596443973830012,57133683.333333336,54.57890864418968,[ 0.47312679 50.46406376],38.99040742830445,[ 6.77429397 26.17195135],-2.143860343177101,[ 0.01497029 -2.76709107],Boeing Company,Industrials,0.25<CBI<1
62,BA,2020-07-07,0.37574227262639576,0.8042878803148712,0.5900150764706334,178.8800048828125,5.06484643967285,55823016.666666664,50.20529013697799,[ 0.47226882 51.30464591],37.514845452527915,[ 1.66984289 35.99996717],-2.3123276522316525,[ 0.32399965 -2.875     ],Boeing Company,Industrials,0.25<CBI<1
63,BA,2020-07-16,0.8915733901280586,0.49634718061957406,0.6939602853738163,178.6999969482422,0.609958789314544,40542000.0,49.91863565355954,[ 0.87448775 48.33816218],47.83146780256117,[ 3.93610799 31.15465811],-1.2227783681090365,[ 0.60421876 -2.46355458],Boeing Company,Industrials,0.25<CBI<1
64,BA,2020-07-24,0.43233044997551956,0.9205901557416684,0.6764603028585939,173.75999450683594,0.299265820039192,31111133.333333332,47.03500679087343,[ 0.12410063 48.97179948],38.64660899951039,[ 0.81274722 34.03740132],-1.1609007503220379,[ 0.13808862 -1.26103972],Boeing Company,Industrials,0.25<CBI<1
65,BA,2020-08-06,0.563247813388001,0.11953108263475615,0.3413894480113786,172.1999969482422,4.6051150261946985,37843550.0,49.663854667827444,[ 1.77032891 38.18593792],41.26495626776002,[8.08955068 8.48201002],-0.27679907094016,[ 0.70305424 -2.31570789],Boeing Company,Industrials,0.25<CBI<1
66,BA,2020-09-16,0.14169455000705167,0.2732242276390498,0.20745938882305073,167.4600067138672,0.23885935772583003,17656533.333333332,48.68135945257777,[ 1.35829745 37.59774997],27.166108999858967,[ 3.0473527  11.51653085],-0.4108875934077312,[ 0.3327751  -1.50384758],Boeing Company,Industrials,0<CBI<0.25
67,BA,2020-09-17,0.21580216244149888,0.06616967101477882,0.14098591672813884,167.52999877929688,0.328301233071925,17527983.333333332,48.75809239458099,[ 2.15218603 37.14798783],34.31604324882998,[ 7.48153327 11.90540281],-0.0754934066994184,[ 0.34563861 -1.14090648],Boeing Company,Industrials,0<CBI<0.25
68,BA,2020-09-18,0.37943645837704343,0.2924118040083351,0.33592413119268927,161.13999938964844,4.3068154819988616,17155716.666666668,42.50890792334564,[ 2.38521268 38.15112931],37.58872916754087,[ 7.76219322 18.99574314],-0.24903923381145532,[ 0.39862891 -0.85167298],Boeing Company,Industrials,0.25<CBI<1
69,BA,2020-11-04,0.40291193581826834,0.5450952017199979,0.47400356876913313,151.6300048828125,38.52799333093427,15300850.0,41.96720594634284,[ 0.75859874 35.11674399],21.941761283634634,[4.53620162 3.70902587],-1.2988678610080822,[ 0.34819459 -2.38282754],Boeing Company,Industrials,0.25<CBI<1
70,BA,2020-11-05,0.0710076073748164,0.3080743827964404,0.18954099508562838,157.08999633789062,33.713163122082946,14609650.0,48.09644894906913,[ 2.02449063 32.31252296],31.420152147496328,[7.58162441 6.49672904],-0.6561289145757812,[ 0.4343166  -2.12977434],Boeing Company,Industrials,0<CBI<0.25
71,BA,2020-11-06,0.47176377713984363,0.09020981377397048,0.2809867954569071,157.74000549316406,33.162162886358395,13284400.0,48.7898769467859,[ 2.96504797 32.24096022],39.43527554279687,[ 8.95268277 13.33955058],-0.15097557027019626,[ 0.48193769 -1.67360472],Boeing Company,Industrials,0.25<CBI<1
72,CHRW,2020-03-17,0.10868589222738265,0.4576897064805759,0.28318779935397925,64.5999984741211,3.049537565379838,2527266.6666666665,42.52016859042303,[ 0.61783432 30.13877077],27.826282155452347,[ 2.83588767 16.15115002],-0.3522127533280033,[ 0.06106073 -0.76954484],C. H. Robinson Worldwide,Industrials,0.25<CBI<1
73,CHRW,2020-03-18,0.2577045964428681,0.13804243775379613,0.19787351709833212,64.8499984741211,6.27602126536423,2566350.0,43.15407057441927,[ 1.23679224 31.17180971],35.15409192885736,[ 4.58673277 18.23631212],-0.10140482968824838,[ 0.16844764 -0.7345917 ],C. H. Robinson Worldwide,Industrials,0<CBI<0.25
74,CARR,2020-04-22,0.5538518542832123,0.33940491998262856,0.4466283871329204,14.789999961853027,19.74306376031785,19448416.666666668,54.694218443275396,[ 1.16682893 47.26289354],41.077037085664244,[ 2.08215658 26.96122068],-0.09311037922162957,[ 0.06581052 -0.27433421],Carrier Global,Industrials,0.25<CBI<1
75,CARR,2020-09-17,0.7565821976212778,0.37591040069382015,0.566246299157549,30.65999984741211,1.8590988182027999,5275900.0,60.242105185421586,[ 0.38076039 52.09031478],45.131643952425556,[ 0.1787512  30.03376447],-0.10978683071177908,[ 0.05245092 -0.29205585],Carrier Global,Industrials,0.25<CBI<1
76,CARR,2020-12-10,0.3475379199033945,0.6570313909441512,0.5022846554237729,37.540000915527344,3.329781485122376,4751216.666666667,51.99206041840327,[ 1.03338583 47.62446011],23.04924160193211,[3.87632581 8.38325673],-0.30497659129000965,[ 0.05735565 -0.46417355],Carrier Global,Industrials,0.25<CBI<1
77,CARR,2020-12-11,0.08114518879231838,0.7152227505492953,0.3981839696708068,37.15999984741211,4.386439921443516,4504166.666666667,49.55632257278135,[ 0.8317307  48.80639693],28.377096224153632,[ 5.41191263 11.73063717],-0.29481935638954926,[ 0.05657074 -0.41220635],Carrier Global,Industrials,0.25<CBI<1
78,CAT,2020-01-21,0.14091087246721373,0.7308326698306907,0.43587177114895226,145.85000610351562,-11.025026505409992,2922333.3333333335,51.041194367011855,[ 1.2982435  49.00920242],32.818217449344274,[ 1.56684548 22.74187947],-0.33318819357665985,[ 0.09894562 -0.45590216],Caterpillar Inc.,Industrials,0.25<CBI<1
79,CAT,2020-01-22,0.03928367384574631,1.792513300669407,0.9158984872575766,142.6300048828125,0.08413034640648737,2936166.6666666665,42.25508479324266,[ 0.62406965 50.90970092],30.785673476914926,[ 5.17985311 22.17928221],-0.5714480848521813,[ 0.00502997 -0.31879712],Caterpillar Inc.,Industrials,0.25<CBI<1
80,CAT,2020-02-06,0.3676087089334885,0.2859389868853306,0.32677384790940955,137.25,1.7996365906762295,4267216.666666667,44.228620409828984,[ 2.24781159 25.96339886],22.64782582133023,[2.66182   7.2044076],-0.48517712745588737,[ 0.39619735 -1.6967855 ],Caterpillar Inc.,Industrials,0.25<CBI<1
81,CAT,2020-02-10,0.20364479147564865,0.38834178172175776,0.2959932865987032,134.32000732421875,4.020245385670644,4202800.0,40.14661015219404,[ 3.90891335 25.2168351 ],34.07289582951297,[ 8.96918261 13.43963678],-0.3136215266622795,[ 0.20897583 -0.80759151],Caterpillar Inc.,Industrials,0.25<CBI<1
82,CAT,2020-02-11,0.16766342376124577,0.13886799439876946,0.1532657090800076,136.19000244140625,2.591966161991667,3460450.0,44.44060330285267,[ 2.65243205 30.87867517],33.353268475224915,[ 5.712535   23.61387181],-0.06954931206749215,[ 0.0857778  -0.50083039],Caterpillar Inc.,Industrials,0<CBI<0.25
83,CAT,2020-03-24,0.27969195443179107,0.19816166190318718,0.23892680816748912,101.33999633789062,25.7154195083038,7559800.0,40.9009063701155,[ 0.6617191  30.80465174],24.40616091136418,[ 0.47310943 27.22239515],-0.18994319070621124,[ 0.03880625 -0.95852643],Caterpillar Inc.,Industrials,0<CBI<0.25
84,CAT,2020-05-12,0.5964422644470224,0.9095936921310496,0.753017978289036,105.0,16.590474446614582,4157000.0,41.93127717225043,[ 0.68511443 43.4040002 ],18.071154711059553,[ 1.91678548 11.23522997],-0.7451934929670743,[ 0.15727088 -0.81925974],Caterpillar Inc.,Industrials,0.25<CBI<1
85,CAT,2020-07-01,0.6077647918351641,0.589929732417588,0.5988472621263761,126.05999755859375,9.915913249315981,3041716.6666666665,53.134446436841074,[ 0.29972963 50.46682391],42.15529583670328,[ 2.4990147  27.41880722],-0.6793750028330843,[ 0.17155808 -1.15162021],Caterpillar Inc.,Industrials,0.25<CBI<1
86,CAT,2020-08-10,0.7249113503718793,0.24539862703025073,0.485154988701065,142.02000427246094,0.38727153584832236,3235900.0,64.36052251602798,[ 1.08018211 48.66638454],44.498227007437585,[ 2.93875519 24.81281145],-0.22034583943662867,[ 0.07115259 -0.89790983],Caterpillar Inc.,Industrials,0.25<CBI<1
