,Symbol,Trade_Date,CBI_SS,CBI_MACD,CBI,Trade_Price,Price_Delta,Avg_Volume,RSI_val,"RSI_slope, intercept",SS_val,"SS_slope, intercept",MSCD_Div_val,"MACD_Div_slope, intercept",Security,GICS Sector
50,CAT,2018-04-06,0.13972723731146033,0.4842372281348017,0.311982232723131,142.99000549316406,9.063564555005003,[5123842.85714286],40.741457365121235,[ 0.74829809 40.75952134],32.79454474622921,[ 4.42953864 16.82897249],-0.3185495614838376,[ 0.2054085  -0.65783782],Caterpillar Inc.,Industrials
51,CAT,2018-04-09,0.32193941913394575,0.7528906226466862,0.5374150208903159,143.0800018310547,8.994964322396411,[4997685.71428571],40.88306605614364,[ 0.10313994 42.37038872],36.438788382678915,[ 6.62161642 19.67421893],-0.33883678342148427,[ 0.09977091 -0.45004782],Caterpillar Inc.,Industrials
52,CAT,2018-06-08,0.2849255677055055,0.2915641924659476,0.2882448800857266,155.32000732421875,1.3971143874694816,[3254500.],54.11113082597543,[ 1.74832242 47.60116258],35.69851135411011,[ 5.02767958 14.4294443 ],-0.13942048110303484,[ 0.17048187 -0.47818108],Caterpillar Inc.,Industrials
53,CAT,2018-06-11,0.6845848768911367,0.27915191192730915,0.4818683944092229,156.3000030517578,0.7613579130975371,[2999114.28571429],56.1030669678384,[ 1.24691614 49.88370605],43.69169753782273,[ 9.33441169 16.80782857],-0.07217073926295026,[ 0.06885237 -0.25853572],Caterpillar Inc.,Industrials
54,CAT,2018-11-01,0.5991708840597992,0.276755745416946,0.4379633147383726,124.69999694824219,8.340023584435253,[10900128.57142857],40.57469943131949,[ 3.21671408 16.34596222],18.016582318804016,[2.57500492 5.33358537],-0.9198153938850462,[ 0.73632638 -3.32356386],Caterpillar Inc.,Industrials
55,CAT,2018-11-02,0.13580368069802962,0.06662291501824627,0.10121329785813794,125.79000091552734,7.401228333117109,[9811514.28571429],42.220935992635724,[ 3.88941311 18.72847557],27.283926386039408,[5.47223376 6.52460959],-0.17756793265618942,[ 0.86788787 -2.66526814],Caterpillar Inc.,Industrials
56,CAT,2018-12-17,0.47385700699550687,0.6160360629252878,0.5449465349603974,124.47000122070312,4.258056559636525,[5295471.42857143],45.31885049691378,[ 1.10387794 42.69388343],20.522859860089863,[ 1.89047621 13.30368606],-0.14364145906166548,[ 0.07537593 -0.23317054],Caterpillar Inc.,Industrials
57,CAT,2018-12-18,0.4477134156071287,1.2532870098833797,0.8505002127452542,124.2699966430664,4.828202938339179,[5147500.],45.038850737103836,[ 0.72753844 43.90985478],21.045731687857426,[ 3.41498879 13.93535142],-0.18450059597781476,[ 0.01621548 -0.14721336],Caterpillar Inc.,Industrials
58,CPRT,2018-07-05,0.39846692266065664,0.6668297479186708,0.5326483352896637,57.15999984741211,3.7788660832368812,[9891671.42857143],51.90439574343385,[ 1.85459039 42.91211626],37.96933845321313,[ 6.65100441 15.97036919],-0.33020599645963267,[ 0.05628865 -0.49518786],Copart Inc,Industrials
59,CPRT,2018-07-06,0.6954016814632364,0.528341502889377,0.6118715921763067,58.0099983215332,2.258233772099155,[9576328.57142857],56.3631426189124,[ 2.19320081 43.02793016],43.90803362926473,[ 8.52375989 21.14734431],-0.2354011682253545,[ 0.05981824 -0.44554737],Copart Inc,Industrials
60,CPRT,2018-07-09,0.9999990865187339,0.31690114120700347,0.6584501138628687,58.75,0.9702122465093085,[9420142.85714286],59.85264584190987,[ 1.83000098 46.48208496],49.99998173037468,[ 6.89293908 30.44023677],-0.12204419965837277,[ 0.07086888 -0.38511758],Copart Inc,Industrials
61,CPRT,2018-12-27,0.4435318008170066,0.23794573354719614,0.3407387671821014,47.81999969482422,5.9389380399667315,[2505600.],47.685286278479786,[ 0.18111168 38.37833931],21.129363983659868,[ 0.36025618 10.15953648],-0.07425805159637433,[ 0.03598345 -0.31207978],Copart Inc,Industrials
62,CPRT,2018-12-28,0.3496551403574159,0.00031069783745332004,0.1749829190974346,47.52000045776367,6.60774275968138,[2336700.],46.4403753435605,[ 1.58431623 36.23075303],36.99310280714832,[5.93915735 8.02578725],-0.00010696262692744263,[ 0.13581229 -0.34426576],Copart Inc,Industrials
63,CSX,2018-02-13,0.020287756355013897,0.5484982149151282,0.28439298563507104,53.560001373291016,5.265122521506281,[9263128.57142857],44.58634706586346,[ 1.12614848 32.60849195],30.405755127100278,[ 0.9156224  24.15938088],-0.4403822764302695,[ 0.0777855  -0.80288735],CSX Corp.,Industrials
64,CSX,2018-02-14,0.6175469004687475,0.25360907124860177,0.43557798585867463,55.150001525878906,2.2302801599364526,[9317200.],50.559952624378255,[ 1.25274305 34.8043626 ],42.35093800937495,[ 2.28595317 24.99764911],-0.20052130187374861,[ 0.17539297 -0.79067086],CSX Corp.,Industrials
65,CSX,2018-04-03,0.06924141315518426,0.5401147519134321,0.30467808253430817,55.72999954223633,9.797235114517925,[5836128.57142857],50.37637008985545,[ 0.80888483 43.07769738],28.615171736896315,[ 1.49958755 19.16382751],-0.15706879146456462,[ 0.03688682 -0.29080633],CSX Corp.,Industrials
66,CSX,2018-04-04,0.18547168420979004,0.49761866395580473,0.3415451740827974,55.470001220703125,10.31187539233545,[5948842.85714286],49.12275318395146,[ 0.59780813 45.28884656],33.7094336841958,[ 4.53916649 19.08693393],-0.1194907506678908,[ 0.03519495 -0.24012514],CSX Corp.,Industrials
67,CSX,2018-04-05,0.5227258279469925,0.36128166246859966,0.44200374520779606,55.599998474121094,10.053957384890477,[5845600.],49.795495270136875,[ 1.29046596 43.6483832 ],40.45451655893985,[ 5.49157145 22.85872728],-0.08104525344960327,[ 0.05538618 -0.22432706],CSX Corp.,Industrials
68,CSX,2018-04-06,0.5056272990364679,0.8393364519485963,0.6724818754925321,54.349998474121094,12.585097230213863,[5836314.28571429],43.798653700354215,[ 1.14051761 44.98276737],40.11254598072936,[ 5.91967241 28.34003492],-0.13195491010557786,[ 0.03801177 -0.15721337],CSX Corp.,Industrials
69,CSX,2018-07-03,0.36054344472693317,0.7094480772756016,0.5349957610012673,63.849998474121094,10.070478400687685,[4096214.28571429],46.87518586475787,[ 0.08657149 46.84644525],22.789131105461337,[ 1.29448922 14.62100901],-0.3240792491058203,[ 0.04805713 -0.45680475],CSX Corp.,Industrials
70,CSX,2018-07-05,0.042108685394248904,0.6227372556104595,0.3324229705023542,64.36000061035156,10.239273268171319,[3953485.71428571],50.64084338036776,[ 0.1720336  46.50794638],29.157826292115022,[ 4.2983008  14.05274334],-0.25849388718814814,[ 0.04852397 -0.41509302],CSX Corp.,Industrials
71,CSX,2018-07-06,0.2574849703094582,0.4590427894931772,0.3582638799013177,65.0,9.153841458834135,[3829714.28571429],54.95583152454824,[ 0.96445999 44.92447163],35.149699406189164,[ 5.54317725 17.79629915],-0.16542128161391628,[ 0.04800341 -0.36036135],CSX Corp.,Industrials
72,CSX,2018-07-09,0.8759611447812518,0.014419031931058441,0.4451900883561551,66.5,6.691724734198779,[3746857.14285714],63.09822077207128,[ 1.7608231  44.44713078],47.519222895625035,[ 6.18028415 22.85193478],-0.004738965615047053,[ 0.07932898 -0.32866046],CSX Corp.,Industrials
73,CSX,2018-09-20,0.17224269181622526,0.8166478784565377,0.49444528513638153,73.05000305175781,2.710466317347289,[4747242.85714286],47.95502567445993,[ 0.18636288 53.63571665],33.444853836324505,[ 4.48956626 15.95825421],-0.2789297261091028,[ 0.04798859 -0.34155446],CSX Corp.,Industrials
74,CSX,2018-09-21,0.412936195950601,0.8305068518277099,0.6217215238891555,73.98999786376953,1.405596628671614,[6856200.],54.800944452591196,[ 0.16524007 51.9499551 ],38.25872391901202,[ 7.31270273 18.69258894],-0.22860799194059322,[ 0.00375872 -0.27526322],CSX Corp.,Industrials
75,CSX,2018-09-24,0.29906884981411996,0.8922689259446763,0.5956688878793981,73.30000305175781,2.3601577837827596,[6798242.85714286],49.639375409387505,[4.77867988e-02 5.30380058e+01],35.9813769962824,[ 6.25357557 26.23147462],-0.23421086779062628,[ 0.01026432 -0.2624891 ],CSX Corp.,Industrials
76,CSX,2018-10-31,0.018558259065420125,0.07262064647365278,0.04558945276953645,68.86000061035156,5.445832074878418,[7558628.57142857],45.72417713775046,[ 2.08436691 27.77451276],29.628834818691598,[5.23797251 6.94986806],-0.0438607544885663,[ 0.16157592 -0.60397086],CSX Corp.,Industrials
77,CMI,2018-03-09,0.03136641031800007,0.3282885509127341,0.1798274806153671,162.3699951171875,0.12318298518571424,[2218100.],40.43250981463569,[ 0.26223048 32.13604184],29.37267179364,[ 0.47318821 27.90097753],-0.16375488949231531,[ 0.01548093 -0.49881389],Cummins Inc.,Industrials
78,CMI,2018-10-31,0.19742754161465487,0.3819716977660977,0.2896996196903763,136.69000244140625,7.879145570340906,[2751385.71428571],43.53119292005051,[ 2.33668501 21.88855861],26.051449167706902,[3.99711182 6.11140784],-0.900895218731828,[ 0.42474144 -2.35853919],Cummins Inc.,Industrials
79,CMI,2018-11-01,0.5059795704100101,0.05768726634669593,0.281833418378353,142.19000244140625,3.7063114016279766,[2576214.28571429],53.25768448799308,[ 4.66217204 18.65148426],40.1195914082002,[8.83672326 7.63005735],-0.11583694169390402,[ 0.54918734 -2.00801579],Cummins Inc.,Industrials
80,DE,2018-02-13,0.14864761555725076,0.6730186180845442,0.4108331168208975,161.3000030517578,5.0464967362936015,[2913057.14285714],49.03101516621991,[ 0.24009093 40.94634027],32.972952311145015,[ 0.53891171 30.85111381],-1.464650265783154,[ 0.11167477 -2.17624034],Deere & Co.,Industrials
81,DE,2018-04-02,0.23533225759127846,0.5384056793912945,0.3868689684912865,151.82000732421875,0.8035739053211381,[2885271.42857143],43.08578786677483,[ 1.79905376 36.55605519],25.29335484817443,[ 3.82338814 14.22880413],-0.583652379980053,[ 0.20347276 -1.0840383 ],Deere & Co.,Industrials
82,DE,2018-04-03,0.10101644651398356,0.462463337640389,0.2817398920771863,153.0399932861328,-6.586504844795356,[2626500.],44.860615971373996,[ 1.52620259 38.0461586 ],27.97967106972033,[ 4.04326419 17.55621735],-0.4285616052015606,[ 0.19680633 -0.92669315],Deere & Co.,Industrials
83,DE,2018-08-20,0.29342669755087736,0.1364907115378725,0.21495870454437493,140.52999877929688,5.749663346787879,[3608142.85714286],49.91622360438016,[ 1.25242908 40.73986424],35.86853395101755,[ 3.7947098  18.20164801],-0.07330213778506534,[ 0.12762749 -0.53704854],Deere & Co.,Industrials
84,DE,2018-10-17,0.10225468829876032,0.546751256212484,0.32450297225562214,151.63999938964844,-13.901346554933905,[2211157.14285714],53.6881336132837,[ 1.01774796 44.84000238],27.954906234024794,[ 3.16278377 11.58260424],-0.6094112361603141,[ 0.14114864 -1.11460418],Deere & Co.,Industrials
85,DE,2018-10-18,0.19806757676354714,0.7263712363163803,0.46221940653996374,147.1999969482422,0.835594940923503,[2266071.42857143],44.52316251018495,[ 2.43301083 41.92353415],33.96135153527094,[ 8.04834596 11.67328044],-0.7592463578807284,[ 0.22565666 -1.04525939],Deere & Co.,Industrials
86,DE,2018-10-19,0.03884713300717291,1.2329149276581566,0.6358810303326647,145.91000366210938,1.727084470169387,[2128942.85714286],42.26560650491934,[ 1.13547768 45.25353074],30.776942660143458,[ 7.30479645 19.78454235],-0.9047413423359343,[ 0.01471302 -0.73382301],Deere & Co.,Industrials
87,DE,2018-11-01,0.4445742014099897,0.4051485607960034,0.42486138110299654,140.64999389648438,5.531460445723731,[2993071.42857143],46.48054235423913,[ 1.36632689 27.88254965],21.108515971800205,[2.1993909  8.53964906],-0.9211057939669698,[ 0.30430445 -2.27350134],Deere & Co.,Industrials
88,DE,2018-11-02,0.12205552913476367,0.15995572246435463,0.14100562579955916,141.72000122070312,4.734682047192854,[2879714.28571429],48.10507623774131,[ 2.67160182 27.86939762],32.44111058269527,[5.73839991 9.00570838],-0.3348425791822338,[ 0.56222167 -2.09334542],Deere & Co.,Industrials
89,DE,2018-12-28,0.10658799513420725,0.4053574019963946,0.2559726985653009,145.27999877929688,13.305342781851198,[2527714.28571429],49.62658888104023,[ 0.257728   44.62197126],32.131759902684145,[3.72706213 7.52682993],-0.5430381541586995,[ 0.28400736 -1.33965274],Deere & Co.,Industrials
90,DE,2018-12-31,0.9732959467484978,0.13018078872490935,0.5517383677367036,149.1699981689453,10.35060845406687,[2353628.57142857],54.320840130913176,[ 1.35615164 42.20635843],49.465918934969956,[11.89144301  7.07992268],-0.142383326847066,[ 0.29179701 -1.09373532],Deere & Co.,Industrials
91,DAL,2018-02-02,0.10634762382912868,0.9551405455894875,0.5307440847093081,54.619998931884766,-7.616257650608784,[9527328.57142857],41.65337529649455,[ 1.7703524  42.16460532],27.873047523417426,[ 2.53581195 22.92168476],-0.4919728483808562,[ 0.05224299 -0.51507901],Delta Air Lines Inc.,Industrials
