,Symbol,Trade_Date,CBI_SS,CBI_MACD,CBI,Trade_Price,Price_Delta,Avg_Volume,RSI_val,"RSI_slope, intercept",SS_val,"SS_slope, intercept",MSCD_Div_val,"MACD_Div_slope, intercept",Security,GICS Sector
0,CNC,2021-04-15,0.18747154069765753,0.4814429286747433,0.3344572346862004,64.23999786376953,0.0,[3413514.28571429],57.88870033841631,[ 0.45160113 46.22448296],26.25056918604685,[ 0.94335042 18.88612206],-0.1862259446220692,[ 0.02481578 -0.38680793],Centene Corporation,Health Care
1,CNC,2021-04-16,0.31164288053691463,0.11077992435277875,0.2112114024448467,64.95999908447266,0.0,[3505485.71428571],61.027546634219604,[ 2.14121566 43.60249582],36.23285761073829,[ 3.22128008 19.05943086],-0.043267198787699634,[ 0.09354887 -0.39056895],Centene Corporation,Health Care
2,MRK,2021-04-14,0.05419662813866353,0.6666868172634709,0.3604417227010672,76.4000015258789,0.0,[9482114.28571429],51.90222173040161,[ 0.84936341 47.51945501],28.91606743722673,[ 1.3259393  20.96876201],-0.08282963389270664,[ 0.01242489 -0.1242407 ],Merck & Co.,Health Care
3,MRK,2021-04-15,0.19554970713843858,0.47315467653275456,0.33435219183559656,76.66000366210938,0.0,[9638471.42857143],53.76285050442029,[ 0.79350285 48.35118779],33.91099414276877,[ 4.6900296  19.79399134],-0.05488212496859937,[ 0.01710813 -0.11599193],Merck & Co.,Health Care
4,PAYX,2021-04-14,0.5451843613305485,0.8314855691223366,0.6883349652264426,96.75,0.0,[2172985.71428571],52.1061493771996,[ 0.69790978 47.24162525],40.90368722661097,[ 0.16082715 37.45160509],-0.4562344371933771,[ 0.00755197 -0.54869796],Paychex Inc.,Information Technology
5,CMCSA,2021-04-16,0.2596196687539347,0.37341718200087076,0.3165184253774027,55.11000061035156,0.0,[15755985.71428571],54.642003355448196,[ 0.27399186 43.33702334],35.192393375078694,[ 2.4189065  22.76245672],-0.1252054876578587,[ 0.03886907 -0.33529654],Comcast Corp.,Communication Services
6,FOXA,2021-04-12,0.3707849117507237,0.5798187638051389,0.4753018377779313,37.41999816894531,0.0,[3271614.28571429],46.54694389780034,[ 1.19814214 40.7476134 ],22.584301764985526,[ 3.38881368 14.06785008],-0.44683949501421716,[ 0.10976509 -0.77065373],Fox Corporation (Class A),Communication Services
7,FOXA,2021-04-13,0.26172968594115814,0.539150947376511,0.4004403166588346,37.470001220703125,0.0,[3148114.28571429],46.84371126102852,[ 0.96284442 42.33307488],24.765406281176837,[ 2.46066302 17.8692033 ],-0.35875098383075416,[ 0.11109314 -0.6653999 ],Fox Corporation (Class A),Communication Services
8,FOXA,2021-04-14,0.13898042869740496,0.5514720737833463,0.34522625124037565,37.22999954223633,0.0,[2991342.85714286],45.536909819667265,[ 0.51789671 44.41724115],27.2203914260519,[ 2.0115424  20.68580077],-0.3005709330437823,[ 0.094152   -0.54503382],Fox Corporation (Class A),Communication Services
9,FOXA,2021-04-15,0.10647112209076467,0.46708770058545085,0.28677941133810775,37.8849983215332,0.0,[2992700.],49.66403466349729,[ 0.20816728 45.3996517 ],32.129422441815294,[ 2.31804483 22.53865499],-0.20638491992451338,[ 0.07313428 -0.44185475],Fox Corporation (Class A),Communication Services
