,Date,Open,High,Low,Close,Adj Close,Volume,Symbol,RSI,k_fast,d_fast,k_slow,d_slow,d_div,MACD line,Sig Line,MACD_Div,RSI_slope,d_slow_slope,MACD_Div_slope,MACD_Div_intercept,avg_volume,Price_Delta,Vol and RSI criteria,CBI_SS,CBI_MACD,CBI,Security,GICS Sector,Buy_Price,Buy_Date,Sell_Price,Sell_Date,Holding_Period,Profit or Loss,Buy_Slippage,Sell_Slippage,CBI_cutoff,"('Price_Delta_realized', 'RSI_Slope_sell', 'MACD_Div_slope_sell', 'MACD_Div_intercept_sell', 'd_slow_sell')",Price_Delta_realized,RSI_Slope_sell,MACD_Div_slope_sell,MACD_Div_intercept_sell,d_slow_sell,d_div_sell,RSI_sell,Type of Sale,Total_Slippage
3183,2018-02-15,25.56999969482422,25.719999313354492,25.25,25.639999389648438,23.502769470214844,4269400.0,DRE,49.44839044199496,39.72602113368358,38.242034261293256,38.242034261293256,35.045686732220524,3.1963475290727317,-0.23037217997518766,-0.22605624017482012,-0.004315939800367541,2.4438514904340543,6.243520011594859,0.024124079434776572,-0.0749935236142613,4289485.714285715,0.5466590640839335,True,0.2522843366110262,0.057550833623542276,0.15491758511728426,Duke Realty Corp,Real Estate,25.610000610351562,2018-02-16 00:00:00,25.719999313354492,2018-03-23 00:00:00,35.0,Profit,-0.11699992203972641,-0.1165075209534284,Below,,0.4295146442068737,-0.1787652367104021,-0.01821631360651329,0.14988433047474348,89.0388791566573,-6.552812745204534,52.843139999664835,Signal,0.0004924010862980138
3184,2018-05-31,28.260000228881836,28.309999465942383,28.06999969482422,28.1200008392334,25.95815086364746,4054700.0,DRE,60.87703361215563,49.70765126063542,51.07213127919582,51.07213127919582,45.61403769686353,5.458093582332296,0.29283269806143863,0.34823814961887495,-0.055405451557436314,1.0617031857555295,5.256665561172261,0.01942424342831787,-0.10966841243032328,2066471.4285714286,1.1714587249283017,True,0.7807018848431764,0.5052088411750978,0.6429553630091371,Duke Realty Corp,Real Estate,28.170000076293945,2018-06-01 00:00:00,28.5,2018-06-08 00:00:00,7.0,Profit,0.1778066698731647,0.0,Above,,1.1714587249283017,-0.3540922600072566,-0.003693812884851559,0.012336071442271286,82.54287338027645,-4.903098771411578,62.12386097901788,Signal,-0.1778066698731647
3185,2018-07-26,28.93000030517578,29.1299991607666,28.229999542236328,29.079999923706055,26.844343185424805,3923800.0,DRE,58.200997146667646,86.66667373092386,40.512802301803056,40.512802301803056,20.729332247898185,19.78347005390487,-0.08320535438919663,-0.024103041197245965,-0.05910231319195067,1.193970589028375,0.7547319887629415,0.0295960433433016,-0.17536810204604658,2692457.1428571427,0.30981120465253886,True,0.4635333876050908,0.3370186054498789,0.4002759965274848,Duke Realty Corp,Real Estate,29.049999237060547,2018-07-27 00:00:00,29.139999389648438,2018-08-09 00:00:00,13.0,Profit,-0.10316604788245275,0.0,Below,,0.30981120465253886,-0.4285317154635245,-0.011508428783168342,0.10652069333921972,89.85259921001968,-4.138322763710278,55.591267831981284,Signal,0.10316604788245275
3186,2018-07-27,29.049999237060547,29.100000381469727,28.639999389648438,28.68000030517578,26.47509765625,2863600.0,DRE,52.18445579391369,69.87951530360168,61.24187652160915,61.24187652160915,38.68686913940732,22.55500738220183,-0.05746290540871257,-0.030775014039539292,-0.02668789136917328,2.176757910722908,8.308969285144936,0.05112472530527179,-0.1767110077052186,2655014.285714286,1.4623958437862836,True,0.434343456970366,0.1510256305803701,0.29268454377536807,Duke Realty Corp,Real Estate,28.719999313354492,2018-07-30 00:00:00,29.139999389648438,2018-08-09 00:00:00,10.0,Profit,0.1394665542297517,0.0,Below,,1.4623958437862836,-0.4285317154635245,-0.011508428783168342,0.10652069333921972,89.85259921001968,-4.138322763710278,55.591267831981284,Signal,-0.1394665542297517
3187,2018-08-28,28.239999771118164,28.459999084472656,27.959999084472656,28.440000534057617,26.438432693481445,2325600.0,DRE,49.7980328241503,43.62414217302087,32.66217692944131,32.66217692944131,20.289483525069446,12.372693404371862,-0.1423691956485591,-0.08361977704905135,-0.05874941859950775,0.09515896820026938,1.5798130673711748,0.018764738730704913,-0.11984248969500708,2761500.0,0.7012582481792244,True,0.4855258237465277,0.49022194673209785,0.48787388523931274,Duke Realty Corp,Real Estate,28.520000457763672,2018-08-29 00:00:00,28.690000534057617,2018-09-21 00:00:00,23.0,Profit,0.2812936786349661,-0.10445257665074487,Below,,0.5960731892192804,-1.1509226773108552,-0.02011802136305221,0.07769994292423366,71.99662432614859,-9.89989727044486,52.80666924581784,Signal,-0.385746255285711
3188,2018-08-29,28.520000457763672,28.610000610351562,28.450000762939453,28.459999084472656,26.45702362060547,1583600.0,DRE,50.15508337019378,51.538350934748095,40.66936973782483,40.66936973782483,30.484114290789062,10.185255447035768,-0.12717720713595781,-0.09233126306643265,-0.03484594406952517,1.5075775638388864,7.422942318047023,0.023341259839348562,-0.10625575690052456,2516014.285714286,0.7365804376946946,True,0.024205714539453103,0.32794405767724705,0.17607488610835006,Duke Realty Corp,Real Estate,28.510000228881836,2018-08-30 00:00:00,28.690000534057617,2018-09-21 00:00:00,22.0,Profit,0.17568919893767512,-0.10445257665074487,Below,,0.6313584837976722,-1.1509226773108552,-0.02011802136305221,0.07769994292423366,71.99662432614859,-9.89989727044486,52.80666924581784,Signal,-0.28014177558842
3189,2018-08-30,28.510000228881836,28.530000686645508,28.229999542236328,28.329999923706055,26.336172103881836,1901300.0,DRE,47.77628786508528,42.8571212318461,46.00653811320501,46.00653811320501,39.77936159349039,6.227176519714618,-0.12419564255463911,-0.09870413896407396,-0.02549150359056515,1.649181426357439,9.773685240667811,0.021358966649231682,-0.08399022509991617,2081842.857142857,1.3766303942771732,True,0.4889680796745196,0.3035055991365666,0.3962368394055431,Duke Realty Corp,Real Estate,28.329999923706055,2018-08-31 00:00:00,28.690000534057617,2018-09-21 00:00:00,21.0,Profit,0.0,-0.10445257665074487,Below,,1.2707398917086483,-1.1509226773108552,-0.02011802136305221,0.07769994292423366,71.99662432614859,-9.89989727044486,52.80666924581784,Signal,-0.10445257665074487
3190,2018-10-18,27.389999389648438,27.760000228881836,27.34000015258789,27.549999237060547,25.611068725585938,1864000.0,DRE,45.79374310794248,43.92518200032799,40.80993414000537,40.80993414000537,29.81148375728742,10.998450382717948,-0.28916261271250576,-0.25360673389943655,-0.03555587881306921,0.9296510586466968,3.196020278368716,0.031356739431908046,-0.1286687148484622,2219528.5714285714,0.0,True,0.009425812135629031,0.2763366281768233,0.14288122015622617,Duke Realty Corp,Real Estate,27.56999969482422,2018-10-19 00:00:00,27.719999313354492,2018-11-01 00:00:00,13.0,Profit,0.07259694489126174,0.5440682632957491,Below,,0.5440682632957491,-0.3930918648910505,-0.008096496111428252,0.09608360158253283,62.987401805447575,-2.6413658744895017,46.663944198775106,Signal,0.47147131840448736
3191,2018-10-19,27.56999969482422,27.760000228881836,27.540000915527344,27.729999542236328,25.778400421142578,1565600.0,DRE,48.311061847987695,52.336413613125416,44.859783096964634,44.859783096964634,38.317723967951785,6.5420591290128485,-0.2544335805931439,-0.25377210323817806,-0.0006614773549658559,2.5314795285695593,8.538607696903084,0.031031850693446557,-0.0956300860332855,2100828.5714285714,0.1801125239492148,True,0.4158861983975893,0.006917042349367109,0.2114016203734782,Duke Realty Corp,Real Estate,27.760000228881836,2018-10-22 00:00:00,27.790000915527344,2018-11-02 00:00:00,11.0,Profit,0.10818855802652624,-0.07191136569251057,Below,,0.10807163688094909,-0.92664250728041,-0.015182925602281287,0.09858447163678048,59.887906848018105,-2.2081913547609986,49.582350528096185,Signal,-0.18009992371903683
3192,2018-02-15,56.95000076293945,58.0,56.91999816894531,57.90999984741211,51.7244873046875,2179800.0,EQR,41.41479266013776,43.42686008739432,32.7917064617887,32.7917064617887,28.046697826405246,4.745008635383453,-1.394813466390616,-1.2800384991941478,-0.11477496719646818,3.0823520115893266,4.789205237887948,0.09610387847758575,-0.4218531902429565,2790328.5714285714,3.195161356419345,True,0.09766510867973768,0.27207324692831225,0.18486917780402495,Equity Residential,Real Estate,57.900001525878906,2018-02-16 00:00:00,59.189998626708984,2018-03-23 00:00:00,35.0,Profit,-0.017265276393624324,-0.9372407921188546,Below,,2.22797420869411,-0.08911651957788518,-0.0603476100550709,0.4977282858965719,89.36270238616703,-3.313959738825247,58.101236769928306,Signal,-0.9199755157252303
3193,2018-02-16,57.900001525878906,58.59000015258789,57.619998931884766,57.970001220703125,51.778072357177734,2186800.0,EQR,41.83287370244686,44.31314323708314,37.61691313816585,37.61691313816585,32.219635981081886,5.397277157083963,-1.2835543905984181,-1.280741677475002,-0.002812713123416133,3.350164970506426,5.040458924281457,0.11054151122680698,-0.34077459198013416,2702857.1428571427,3.4452938647765072,True,0.1109817990540943,0.008253881567496978,0.059617840310795644,Equity Residential,Real Estate,57.7599983215332,2018-02-20 00:00:00,59.189998626708984,2018-03-23 00:00:00,31.0,Profit,-0.36226133301325936,-0.9372407921188546,Below,,2.4757623731485987,-0.08911651957788518,-0.0603476100550709,0.4977282858965719,89.36270238616703,-3.313959738825247,58.101236769928306,Signal,-0.5749794591055952
3194,2018-06-25,63.25,63.91999816894531,63.029998779296875,63.65999984741211,57.87607192993164,1804500.0,EQR,58.63002471488995,62.776114445797575,47.919251588182306,47.919251588182306,36.03554429262214,11.883707295560164,0.24003173408299716,0.36624760189457034,-0.12621586781157318,1.3283268345170827,1.1279976167658738,0.03748078005300772,-0.2506223884688765,2539085.714285714,1.3513523233808336,True,0.30177721463110707,0.5036097077466296,0.40269346118886834,Equity Residential,Real Estate,63.63999938964844,2018-06-26 00:00:00,64.30999755859375,2018-07-16 00:00:00,20.0,Profit,-0.031417621444567015,-0.29457742853682173,Below,,1.0527941159193241,-0.17329866147624837,-0.009671384008618293,0.1426426268953675,89.06021794294027,-5.922965446571254,58.306504344202125,Signal,-0.2631598070922547
3195,2018-06-26,63.63999938964844,63.63999938964844,63.0,63.029998779296875,57.30329895019531,1884000.0,EQR,53.849491606096066,42.90225223707455,50.052296182385966,50.052296182385966,45.02937926409802,5.022916918287947,0.2111935295795888,0.33523678743157403,-0.12404325785198522,2.0208702067429947,7.357441982657164,0.0359728112667408,-0.21946326668139077,2300757.1428571427,2.0731150526363638,True,0.751468963204901,0.5652119360460763,0.6583404496254887,Equity Residential,Real Estate,63.189998626708984,2018-06-27 00:00:00,64.30999755859375,2018-07-16 00:00:00,19.0,Profit,0.2538471370947633,-0.29457742853682173,Above,,1.7724306950868762,-0.17329866147624837,-0.009671384008618293,0.1426426268953675,89.06021794294027,-5.922965446571254,58.306504344202125,Signal,-0.548424565631585
